"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"76070","Digbhayam","2019","2019-05-24","Thriller",107,"India","Kannada",9.2,247
"76072","Calendar Girls","2015","2015-09-25","Drama",131,"India","Hindi",4.2,812
"76075","Red Devil","2019","2019-11-18","Crime, Drama, Thriller",93,"UK","",6,2538
"76079","Oru Naal Iravil","2015","2015-11-20","Drama, Thriller",134,"India","Tamil",6.8,142
"76086","Perfetti sconosciuti","2016","2016-02-11","Comedy, Drama",96,"Italy","Italian",7.8,54480
"76088","Forever Young","2016","2016-03-10","Comedy",95,"Italy","Italian",5.7,406
"76095","Rebirth","2016","2016-07-15","Thriller",100,"USA","English, French",5,4177
"76105","Turnt","2020","2020-01-01","Drama",85,"USA","English",8.2,718
"76107","The Things We've Seen","2017","2017-01-28","Crime, Drama, Thriller",80,"USA","English",4.1,111
"76108","Tiramisù","2016","2016-02-25","Comedy",94,"Italy","Italian, German",5.2,586
"76110","Arianna","2015","2015-09-24","Drama",84,"Italy","Italian",6.4,315
"76112","Una vita segreta","2015","2015-08-01","Crime, Drama, Thriller",83,"USA","English",4.9,490
"76113","Godhi Banna Sadharana Mykattu","2016","2016-06-03","Drama, Thriller",144,"India","Kannada",8.7,2448
"76122","White Island","2016","2016-06-23","Comedy",91,"UK","English",4.3,225
"76131","Island City","2015","2015-09-08","Drama",108,"India","Hindi",6.8,307
"76142","Nirgendwo","2016","2016-10-27","Drama",104,"Germany","German",5.6,238
"76143","Tater Tot & Patton","2017","2017-06-09","Drama",91,"USA","English",6.5,337
"76145","Insane","2016","2016","Horror",90,"USA","",2.4,160
"76146","Mai fidarsi di uno sconosciuto","2015","2015-08-30","Drama",87,"USA","English",5.7,394
"76149","Ozhivudivasathe Kali","2015","2016-06-17","Crime, Drama",105,"India","Malayalam",7.6,417
"76155","Flesh and Blood","2017","2017-11-10","Drama",90,"USA","English",5.5,153
"76156","Parallel","2018","2018","Drama, Thriller",104,"Canada","English",6.4,117
"76159","Vasuvum Saravananum Onna Padichavanga","2015","2015-08-14","Comedy",147,"India","Tamil",4.3,516
"76160","Deool Band","2015","2015-07-31","Drama",181,"India","Marathi",7,177
"76168","Lady Bird","2017","2018-03-01","Comedy, Drama",94,"USA","English, Spanish",7.4,228832
"76171","Les Tuche 2 - Le rêve américain","2016","2016-02-03","Comedy",94,"France","French",4.9,1326
"76173","Siccin 2","2015","2015-07-10","Horror, Thriller",86,"Turkey","Turkish",6.5,2436
"76174","Seytan-i Racim 2: Ifrit","2015","2015-06-05","Horror, Thriller",85,"Turkey","Turkish",2.5,141
"76176","Pathemari","2015","2015-10-09","Drama",118,"India","Malayalam",8.4,3676
"76177","Carole Matthieu","2016","2016-12-07","Drama, Thriller",86,"France","French",5.5,187
"76178","You, Me and Him","2017","2017-12-01","Comedy",98,"UK","",6,1183
"76183","Thinkal Muthal Velli Vare","2015","2015-06-12","Drama",138,"India","Malayalam",2.1,124
"76187","Onda su onda","2016","2016-02-18","Comedy",102,"Italy","Italian",5.8,157
"76188","Lasciati andare","2017","2017-04-13","Comedy",99,"Italy","Italian",6,963
"76189","Onna no ko yo shitai to odore","2015","2015-10-31","Comedy",70,"Japan","Japanese",1.2,364
"76190","Khwada","2015","2015-10-16","Drama",120,"India","Marathi",8.6,119
"76191","Family Possessions","2016","2016-10-21","Horror",111,"USA","",3.9,248
"76192","Piccoli crimini coniugali","2017","2017-04-06","Drama",90,"Italy","Italian",5.2,155
"76197","Setoutsumi","2016","2016-07-02","Drama",75,"Japan","Japanese",6.8,469
"76203","How Heavy This Hammer","2015","2017-02-17","Drama",75,"Canada","English",6.1,164
"76207","Baskin: La porta dell'inferno","2015","2016-01-01","Horror",97,"Turkey","Turkish",5.8,8680
"76211","Mascots","2016","2016-10-13","Comedy",89,"USA","English",5.7,6585
"76217","A no dentou","2014","2014-03-01","Drama",53,"Japan","Japanese",1,342
"76221","Ekaj","2015","2015-11-11","Crime, Drama",80,"USA","English",6.1,244
"76222","American Dirtbags","2015","2015-08-01","Comedy, Drama",90,"USA","English",4.4,124
"76225","Sakli","2015","2015-12-25","Drama",102,"Turkey","Turkish",5.9,221
"76233","Great Plains","2016","2016-07-21","Drama",90,"USA","English",5.4,104
"76239","Pomeriggio di follia a Calcutta","2016","2016","Action, Crime, Drama",121,"India","Bengali",6.5,599
"76240","Prepper","2016","2016-11-19","Drama",90,"USA","English",5.1,131
"76242","Les derniers Parisiens","2016","2017-02-22","Drama",105,"France","French",5.8,371
"76257","Hunting Season","2016","2016-06-07","Thriller",83,"USA","English",2.2,108
"76263","L'étudiante et Monsieur Henri","2015","2015-10-07","Comedy, Drama",98,"France","French",6.7,3464
"76273","Mohalla Assi","2015","2015-07-01","Comedy, Drama",150,"India","Hindi",6.8,1497
"76278","DriverX","2017","2018-11-30","Drama",98,"USA","English",5.6,546
"76284","Suguru hi no yamaneko","2015","2015-09-19","Drama",92,"Japan","Japanese",1.1,367
"76289","La rivoluzione di Charlie","2016","2017-11-17","Comedy, Drama",101,"USA","English",5.9,3494
"76290","Babar Naam Gandhiji","2015","2015-10-02","Drama",106,"India","Bengali",7,109
"76291","I Am Still Here","2017","2017","Drama",104,"USA","English",7.3,225
"76300","En Güzeli","2015","2015-08-28","Comedy",92,"Turkey","Turkish",3.6,239
"76311","Life of Josutty","2015","2015-09-18","Drama",166,"India","Malayalam",6.2,729
"76312","Two Countries","2015","2015-12-25","Comedy, Drama",154,"India","Malayalam",6.7,1596
"76321","Sorgoï Prakov, My European Dream","2013","2013","Horror",92,"France","English, French",6.2,202
"76322","Awaken the Shadowman","2017","2018","Horror, Thriller",90,"USA","English",3.9,1877
"76323","Familienfest","2015","2015-10-15","Drama",90,"Germany","German",7.3,284
"76326","Whatever Happens","2017","2017-11-30","Drama",100,"Germany","German, English",6.1,179
"76330","Rondo","2018","2018-07-27","Thriller",90,"USA","English",4.1,164
"76334","Scaler, Dark Spirit","2016","2016-06-18","Horror, Thriller",80,"USA","English",3.2,216
"76338","Axis","2017","2017-09-29","Drama, Thriller",85,"USA","English",3.9,215
"76345","Don't Think Twice","2016","2016-07-22","Comedy, Drama",92,"USA","English",6.7,16485
"76348","Jamna Pyari","2015","2015-08-27","Comedy, Drama",125,"India","Malayalam",4.7,249
"76357","Moonlight","2016","2017-02-16","Drama",111,"USA","English",7.4,263568
"76368","Jai Gangaajal","2016","2016-03-04","Crime, Drama",149,"India","Hindi",5.6,2398
"76369","Daas Dev","2018","2018-04-27","Drama, Thriller",140,"India","Hindi",5.2,235
"76374","Playing with Dolls: Bloodlust","2016","2016","Horror",81,"USA","English",2.5,394
"76381","The Sun at Midnight","2016","2016-12-02","Drama",93,"Canada","English",5.6,268
"76384","Pitchfork","2016","2017-01-13","Horror",94,"USA","English",4.7,1980
"76385","Painted Horses","2017","2017-01-10","Drama",91,"USA","",6.9,195
"76389","Big Bear","2017","2020-09-25","Comedy",88,"USA","English",5.1,1190
"76392","Dünyanin En Güzel Kokusu","2016","2016-02-12","Drama, Romance",81,"Turkey","Turkish",5.5,768
"76393","Tu Hai Mera Sunday","2016","2017-10-06","Comedy, Drama",119,"India","Hindi",7.7,1110
"76396","They Remain","2018","2018-01-28","Thriller",102,"USA","English",4.2,1075
"76398","Visaaranai","2015","2016-02-05","Crime, Drama, Thriller",117,"India","Tamil",8.5,6711
"76404","Life in the Hole","2017","2017-01-31","Thriller",80,"USA","English",5.8,205
"76407","Double Seat","2015","2015-08-14","Drama, Romance",138,"India","Marathi",7.8,235
"76411","Love of My Life","2017","2017-02-17","Comedy, Drama",106,"Canada","English",5.2,324
"76418","Lovesick","2016","2016-12-02","Drama, Romance",93,"Canada","English",4.6,202
"76427","Amore tradito","2016","2017-07-16","Thriller",102,"USA","English",5,339
"76430","The Curse of Robert the Doll","2016","2016-09-12","Horror",79,"UK","",3.5,626
"76432","Noi siamo tutto","2017","2017-09-21","Drama, Romance",96,"USA","English, Spanish",6.4,31590
"76448","Saanjh","2017","2017-04-14","Drama",109,"India","Himachali, Hindi",8.7,134
"76456","Guddo môningu shô","2016","2016-10-08","Comedy",104,"Japan","Japanese",5.9,188
"76459","Fraud Saiyyan","2019","2019-01-18","Comedy, Drama",109,"India","Hindi",4.2,594
"76462","Change in the Air","2018","2018-10-19","Drama",94,"USA","English",5.5,455
"76463","Gully","2019","2019-04-27","Crime, Drama",90,"USA","",2.8,267
"76464","Gujjubhai the Great","2015","2015-09-18","Comedy",145,"India","Gujarati",8.2,1272
"76471","Madimak: Carina'nin Günlügü","2015","2015-09-25","Drama",91,"Turkey","Turkish, Dutch",6.2,248
"76473","Silvat","2018","2018-09-07","Drama, Romance",45,"India","Hindi",7.2,150
"76474","More Than Enough","2017","2017-04-21","Drama",93,"USA","English",6.1,118
"76478","All Hallows' Eve 2","2015","2015-10-06","Horror",91,"USA","English",4.8,1491
"76479","Il terrore del silenzio","2016","2016-04-08","Horror, Thriller",82,"USA","English, American Sign Language",6.6,96931
"76484","Der traumhafte Weg","2016","2017-04-27","Drama, Romance",86,"Germany","German, English, Greek",5.9,311
"76487","Corniche Kennedy","2016","2017-06-08","Drama",94,"France","French",5.3,187
"76493","American Guinea Pig: Bloodshock","2015","2016-01-01","Horror",98,"USA","English",4.9,223
"76495","What Happened Last Night","2016","2016-11-04","Comedy",90,"USA","English",3.8,162
"76498","Trisha Illana Nayanthara","2015","2015-09-17","Comedy",130,"India","Tamil",5.2,668
"76501","Brice contro Brice","2016","2016-10-19","Comedy",95,"France","French",4.3,1241
"76507","Little Boxes","2016","2017-04-14","Comedy, Drama",84,"USA","English",5.9,1555
"76508","Don't Talk to Irene","2017","2017-09-11","Comedy",90,"Canada","English",6.3,864
"76509","American Gothic","2017","2017","Horror, Thriller",77,"USA","English",3.6,316
"76510","Cruel Hearts","2018","2018-11-10","Thriller",86,"USA","English",5,128
"76511","Soul to Keep","2018","2019-06-05","Horror, Thriller",94,"USA","English, American Sign Language",4.3,801
"76515","Fare","2016","2017-02-21","Drama, Thriller",75,"USA","English",4.3,261
"76517","Kanal","2015","2015-10-22","Action, Crime, Drama",156,"India","Malayalam",4.6,360
"76519","In the Radiant City","2016","2017-07-18","Drama",95,"USA","English",5.5,172
"76520","Yaktin Beni","2015","2015-10-16","Comedy",100,"Turkey","Turkish",4.4,489
"76522","4 Könige","2015","2015-11-19","Drama",98,"Germany","German",6.8,882
"76525","Blind & Hässlich","2017","2017-09-21","Drama",98,"Germany","German",6.8,172
"76526","Cruise","2018","2018-09-28","Drama, Romance",90,"USA","English",5.3,990
"76529","Le nostre anime di notte","2017","2017-09-29","Drama, Romance",103,"USA","English",6.9,10689
"76534","Crash Test Aglaé","2017","2017-08-02","Comedy, Drama",85,"France","French, English, German, Hindi, Kazakh, Russian, Polish",6.6,523
"76535","The Rainbow Experiment","2018","2018-01-20","Drama",129,"USA","English",5.8,110
"76536","Ubriachi d'amore","2019","2019-04-19","Comedy",97,"USA","English, Spanish, German",3.9,5515
"76537","Maya","2015","2015-09-17","Horror, Thriller",141,"India","Tamil",7.6,1328
"76539","Bulanti","2015","2015-10-02","Drama",112,"Turkey","Turkish",6.3,1786
"76540","Lore","2017","2017-06-06","Thriller",109,"USA","English",4.7,126
"76544","Oopiri","2016","2016-03-25","Comedy, Drama",158,"India","Telugu, Tamil",8,4014
"76562","The Light of the Moon","2017","2017-11-01","Drama",90,"USA","English",6.3,768
"76564","The Legend of Wasco","2015","2015-12-15","Horror",81,"USA","English",2.8,160
"76567","LOMO: The Language of Many Others","2017","2018-07-12","Drama, Thriller",101,"Germany","German",5.5,108
"76574","Loev","2015","2017-05-01","Drama, Romance",92,"India","Hindi, English",5.8,2159
"76578","Subramanyam for Sale","2015","2015-09-24","Comedy",150,"India","Telugu",6,515
"76583","Operator","2016","2016-11-08","Comedy, Drama",87,"USA","English",6,1847
"76592","Network","2019","2019-06-28","Drama, Thriller",140,"India","Bengali",6.3,109
"76593","Demain et tous les autres jours","2017","2017-09-27","Drama",91,"France","French",6.1,234
"76595","Weirdos","2016","2017-07-01","Drama",85,"Canada","English",6.7,416
"76608","Axolotl Overkill","2017","2017-06-29","Drama",94,"Germany","German, English, Spanish, French",5.3,662
"76609","Pocha: Manifest Destiny","2015","2015-06-14","Drama, Thriller",88,"USA","English, Spanish",5.4,529
"76612","Chasing Pavement","2015","2015-08-01","Drama",82,"USA","English",5,115
"76619","Nadide Hayat","2015","2015-12-18","Comedy",118,"Turkey","Turkish",6.4,3074
"76623","Remember the Goal","2016","2016-08-26","Drama",88,"USA","English",6,131
"76628","Paavada","2016","2016-01-15","Comedy, Drama",147,"India","Malayalam",6.2,1257
"76630","Kerry on Kutton","2016","2019-01-02","Drama",125,"India","Hindi",5.7,207
"76631","Anderson Bench","2016","2016","Comedy, Drama",84,"USA","English",3.7,146
"76640","Transfert","2018","2018-04-12","Drama, Thriller",97,"Italy","Italian",6.9,276
"76641","Kabali","2016","2016-07-22","Action, Crime, Drama",153,"India","Tamil, Telugu, Hindi, English, Malayalam, Mandarin, French",6.2,11250
"76649","Below Her Mouth","2016","2017-02-17","Drama, Romance",94,"Canada","English",5.5,9855
"76651","All At Once","2016","2016-11-09","Drama",112,"USA","English",5.9,291
"76653","Kafes","2015","2015-10-02","Drama",117,"Turkey","Turkish",7.4,1421
"76654","Genis Aile: Yapistir","2015","2015-10-09","Comedy",96,"Turkey","Turkish",4.8,1134
"76656","Lommbock","2017","2017-03-23","Comedy",91,"Germany","German, English, Polish, Swedish",6.8,2812
"76659","Doubting Thomas","2018","2018-06-12","Drama",86,"USA","English",4.6,141
"76660","Delibal","2015","2015-12-25","Drama, Romance",117,"Turkey","Turkish",6.8,8822
"76664","Dieumerci!","2016","2016-03-16","Comedy",95,"France","French",5.7,196
"76668","Juillet août","2016","2016-07-13","Comedy, Drama",96,"France","French",5.4,186
"76672","Chouf","2016","2016-10-05","Crime, Drama",108,"France","French",6.5,312
"76673","Il medico di campagna","2016","2016-12-22","Comedy, Drama",102,"France","French",6.5,2712
"76677","Bugs: A Trilogy","2018","2018-10-05","Horror",66,"USA","English",5.6,131
"76683","Reality Queen!","2020","2020-01-10","Comedy",84,"USA","English",3.2,217
"76686","L'invitation","2016","2016-11-09","Comedy, Drama",82,"France","French",5.3,106
"76688","The Hexecutioners","2015","2019-04-10","Horror",95,"Canada","English",4,514
"76690","Deuces","2016","2017-04-01","Action, Crime, Drama",87,"USA","English",5.9,877
"76692","Nila","2016","2017-03-01","Drama, Romance",96,"India","Tamil",6.9,214
"76700","Un acquisto da incubo","2016","2016-03-14","Thriller",120,"USA","English",4.8,196
"76705","Chhello Divas","2015","2015-11-20","Comedy",138,"India","Gujarati",8.3,2407
"76708","Mad","2016","2016-09-06","Comedy, Drama",84,"USA","English",6.6,131
"76715","The Incoherents","2019","2020-04-28","Comedy",103,"USA","",5.5,242
"76716","La vendetta di Luna","2017","2018-02-15","Thriller",92,"Germany","German, Russian",5.4,581
"76717","Freak Show","2017","2018-01-12","Comedy, Drama",91,"USA","English",6.6,3151
"76728","Beneath Us","2019","2020-03-06","Horror, Thriller",86,"USA","English, Spanish",5.2,1105
"76733","National Theatre Live: Man and Superman","2015","2015-05-14","Comedy, Drama",220,"UK","English",8.4,140
"76737","Avant les rues","2016","2016-11-21","Crime, Drama",95,"Canada","Algonquin, French, English",6.8,112
"76745","Théo et Hugo dans le même bateau","2016","2016-04-27","Drama, Romance",97,"France","French",6.9,2351
"76748","Dip sin dip sin","2015","2015-10-29","Horror",85,"Hong Kong","Cantonese, Mandarin, Malay",4.2,133
"76752","Tung baan tung hok","2015","2015-10-29","Drama",100,"Hong Kong","Cantonese",5.1,338
"76756","I casi della vita","2017","2018-03-13","Comedy, Drama",120,"USA","English",5.5,324
"76768","Dagadi Chaawl","2015","2015-10-02","Action, Crime, Drama",120,"India","Marathi",6.2,159
"76769","Oboreru naifu","2016","2016-11-05","Drama, Romance",111,"Japan","Japanese",5.9,506
"76770","Ghost Note","2017","2017-08-01","Horror, Thriller",105,"USA","English, Spanish",5.4,649
"76772","Sharknado: Heart of Sharkness","2015","2015-10-06","Comedy",83,"USA","English",2.8,305
"76788","Little Dead Rotting Hood","2016","2016-01-05","Horror",88,"USA","English",3.6,1103
"76789","Warning Shot","2018","2018-10-16","Drama, Thriller",90,"USA","English",4.9,993
"76793","Festa di matrimonio 2: La circoncisione","2015","2015-12-04","Comedy",112,"Turkey","Turkish",6.4,8884
"76794","Il piccolo inquilino","2016","2016-11-16","Comedy",100,"France","French, English",5.9,423
"76796","Gorge coeur ventre","2016","2016-11-16","Drama",82,"France","French",6.6,107
"76797","La loi de la jungle","2016","2016-06-15","Comedy",99,"France","French",6.3,937
"76798","Torno da mia madre","2016","2016-08-25","Comedy, Drama",97,"France","French",5.7,1834
"76800","I Know You're in There","2016","2016-10-20","Horror, Thriller",84,"USA","English",4.3,780
"76803","Before the Sun Explodes","2016","2016-03-14","Drama",80,"USA","English",5.8,132
"76804","International Falls","2019","2019-11-17","Comedy",93,"USA","English",5.4,250
"76805","Coyote Lake","2019","2019-08-02","Crime, Drama, Thriller",93,"USA","English, Spanish",5.2,613
"76807","Frat Star","2017","2017-01-03","Comedy, Drama",85,"USA","English",3.7,508
"76811","Kuyucakli Yusuf","1985","1985","Drama",96,"Turkey","Turkish",6,150
"76818","House of Salem","2016","2018-01-23","Horror",100,"UK","English",4.2,155
"76822","Le cancre","2016","2016-10-05","Drama, Romance",76,"France","French",5.4,102
"76826","Rajwade and Sons","2015","2015-10-16","Drama",125,"India","Marathi",7,156
"76827","Die Hände meiner Mutter","2016","2016-06-25","Drama",106,"Germany","German",7,173
"76832","Second Nature","2016","2016-11-10","Comedy",80,"USA","English",4.8,390
"76836","Forsaken","2016","2016-02-02","Horror",89,"USA","English",2,525
"76844","Mum's List - La scelta di Kate","2016","2016-11-25","Drama",101,"UK","English",6.4,616
"76846","22 Chaser","2018","2018-07-06","Crime, Drama",86,"Canada","English",5.2,334
"76848","Fender Bender","2016","2016-05-23","Horror, Thriller",91,"USA","English",4.9,2185
"76852","Azumi Haruko wa yukue fumei","2016","2016-12-03","Comedy, Drama",101,"Japan","Japanese",6.2,261
"76859","Cigarettes et chocolat chaud","2016","2016-12-14","Comedy",98,"France","French",6.4,444
"76860","M","2017","2017-11-15","Drama",100,"France","French",6.5,370
"76862","Matrimonio al Sud","2015","2015-11-12","Comedy",100,"Italy","Italian",3.3,229
"76863","Natale col boss","2015","2015-12-16","Comedy",96,"Italy","Italian",5,391
"76867","Shudhu Tomari Jonyo","2015","2015-10-16","Drama, Romance",149,"India","Bengali",6.7,706
"76869","12 Feet Deep","2017","2017-06-20","Horror, Thriller",85,"USA","English",5.5,11663
"76873","Green is Gold","2016","2016-10-07","Crime, Drama",81,"USA","English",6,902
"76876","Familiye","2017","2018-05-03","Drama",92,"Germany","German",6.5,560
"76881","Les dissociés","2015","2015-11-24","Comedy",75,"France","French",7,567
"76888","Illicit","2017","2017-05-01","Thriller",120,"USA","",5.1,174
"76895","Female Fight Club","2016","2017-11-16","Action, Crime, Drama",90,"USA","English, Spanish",4.2,1041
"76900","Bizans oyunlari: Geym of Bizans","2016","2016-01-15","Comedy",101,"Turkey","Turkish",3.6,2537
"76901","Cin Kuyusu","2015","2015-11-06","Horror",79,"Turkey","Turkish",4.7,403
"76902","The Most Beautiful Day - Il giorno più bello","2016","2017-03-30","Comedy, Drama",113,"Germany","German",6.5,3380
"76908","Charlie Charlie","2016","2016-10-21","Horror",85,"USA","English",2.4,633
"76910","Tor dei gui mou yan","2015","2015-11-26","Horror, Thriller",105,"Hong Kong","Mandarin, Cantonese",5.8,1040
"76914","Uzaklarda Arama","2015","2015-11-27","Drama",115,"Turkey","Turkish",5.1,466
"76915","The Levelling","2016","2017-05-12","Drama",83,"UK","English",6.4,2394
"76916","Maalai Nerathu Mayakkam","2016","2016-01-01","Drama, Romance",123,"India","Telugu, Tamil",6.4,335
"76919","Escape Room","2017","2019-02-14","Horror, Thriller",81,"USA","English",4.2,8562
"76921","Ouija: Game Never Ends","2015","2015-11-06","Horror",119,"India","Kannada",7,1127
"76922","The Pass","2016","2016-12-09","Drama, Romance",88,"UK","English",6.5,3256
"76924","Mean Dreams","2016","2017-03-17","Thriller",108,"Canada","English",6.3,3986
"76933","6-5=2","2014","2014-11-14","Horror",104,"India","Hindi",4.2,146
"76937","The Land","2016","2016-08-04","Drama",104,"USA","English",6.4,1598
"76941","Rustom","2016","2016-08-12","Crime, Drama, Thriller",148,"India","Hindi, English",7.1,22712
"76942","Another Soul","2018","2018-05-25","Horror, Thriller",78,"USA","English",2.1,228
"76945","Rainbow Time","2016","2016-11-04","Comedy, Drama",91,"USA","English",5.9,556
"76954","Y Llyfrgell","2016","2016-06-17","Thriller",87,"UK","Welsh",5.6,115
"76958","Cici Kiz","1974","1974","Comedy, Drama",86,"Turkey","Turkish",5.3,110
"76960","Fiducia tradita","2016","2016","Thriller",85,"USA","English",4.4,211
"76965","Evcilik Oyunu","1975","1975","Comedy, Drama",89,"Turkey","Turkish",6.4,397
"76966","Abe & Phil's Last Poker Game","2017","2017-04-24","Comedy, Drama",85,"USA","English",5.7,202
"76968","Cercasi fidanzato per vacanza","2017","2017-02-14","Comedy",83,"USA","English",5.4,855
"76969","Un'infermiera pericolosa","2016","2016-03-05","Crime, Drama, Thriller",84,"USA","English",4.7,709
"76970","Grandma's House","2016","2016-04-29","Drama",95,"USA","English",6.3,126
"76976","Kumari 21F","2015","2015-11-20","Drama, Romance",134,"India","Telugu",7.7,1503
"76980","My Little Sister","2016","2016-07-16","Horror",80,"Italy","English",3.1,190
"76982","Rosso Mille Miglia","2015","2015-10-15","Comedy",94,"Italy","Italian",4.7,109
"76984","Ostfriesisch für Anfänger","2016","2016-10-27","Comedy, Drama",91,"Germany","Low German, German, English, Vietnamese, Arabic",5.3,169
"76987","Hedgehog","2017","2017-03-06","Drama",114,"USA","English",5.1,119
"76996","Babalarin Babasi","2016","2016-04-22","Comedy",98,"Turkey","Turkish, English",5.2,357
"77002","Strawberry Bubblegums","2016","2016-09-14","Comedy, Drama",89,"Germany","German",6.1,124
"77004","Il delitto del lago","2016","2016-03-12","Thriller",92,"USA","English",5.3,274
"77011","Schubert in Love: Vater werden ist (nicht) schwer","2016","2016-12-08","Comedy",94,"Germany","German",5,268
"77015","Tour de France","2016","2016-11-16","Drama",95,"France","French, Russian, Basque",5.8,359
"77016","The Amityville Legacy","2016","2016-06-07","Horror",66,"USA","English",2.1,174
"77025","Beach House","2018","2018-06-22","Thriller",87,"USA","English",5.6,728
"77028","The Mason Brothers","2017","2017-04-14","Crime, Drama, Thriller",114,"USA","English",5,218
"77029","Brotherhood","2016","2016-08-29","Crime, Drama, Thriller",104,"UK","English",6.1,3553
"77036","Wakefield - Nascosto nell'ombra","2016","2017-05-19","Drama",106,"USA","English",6.3,14955
"77037","Dry Blood","2017","2019-01-11","Horror",83,"USA","English",4.6,407
"77039","Compte tes blessures","2016","2017-01-25","Drama",80,"France","French",6.4,327
"77047","5150","2016","2016","Crime, Drama, Thriller",80,"USA","English",4,255
"77050","La coppia dei campioni","2016","2016-04-28","Comedy",88,"Italy","Italian, English, German",3.7,252
"77055","Raw","2016","2018","Crime, Drama",94,"Canada","English",5.5,197
"77056","Romans","2017","2017-12-21","Drama, Thriller",91,"UK","English",5.3,661
"77063","Rajamma @ Yahoo","2015","2015-11-20","Comedy, Drama",137,"India","Malayalam",4.2,156
"77070","Joseph and Mary","2016","2016-11-02","Drama",82,"Canada","English",3.7,164
"77071","The Apostle Peter: Redemption","2016","2016-08-02","Drama",89,"Canada","English",5.7,336
"77073","Among the Shadows - Tra le ombre","2019","2019-11-06","Action, Crime, Drama",96,"USA","English",2.1,724
"77089","Familie verpflichtet","2015","2015-11-05","Comedy",90,"Germany","German, Arabic",6.1,158
"77090","A Bad Idea Gone Wrong","2017","2017-12-01","Comedy",85,"USA","English",5.8,1043
"77093","Su Su Sudhi Vathmeekam","2015","2015-11-20","Drama",132,"India","Malayalam",7.7,1444
"77102","Bollywood Diaries","2016","2016-02-26","Drama",123,"India","Hindi",6,245
"77103","Dobbiamo parlare","2015","2015-11-19","Comedy",101,"Italy","Italian",6.3,378
"77107","Around the Sun","2019","2020-08-04","Drama",78,"UK","English",5.4,156
"77109","Haunted 3: Spirits","2018","2018-10-07","Horror",87,"UK","English",2.3,194
"77111","Double Play","2017","2017-05-25","Drama",130,"USA","English",6.7,163
"77115","Broken Ceiling","2018","2018-02-23","Drama",90,"USA","English",7.5,166
"77121","Reach","2018","2018-10-19","Comedy, Drama",92,"USA","",5.6,247
"77123","Dead Sexy","2018","2018-04-24","Comedy",83,"USA","English",4.3,496
"77127","The Startup: Accendi il tuo futuro","2017","2017-04-06","Drama",93,"Italy","Italian",5.4,165
"77133","Feed","2017","2017-07-18","Drama",95,"USA","English",6.2,2181
"77135","Branagh Theatre Live: The Winter's Tale","2015","2015-11-30","Drama",180,"UK","English",7.8,212
"77145","Iftarlik Gazoz","2016","2016-01-29","Comedy, Drama",115,"Turkey","Turkish",7.4,11415
"77146","She Was So Pretty","2016","2016-06-24","Horror",76,"USA","English",3.8,163
"77147","Zeta - Una storia hip-hop","2016","2016-04-28","Drama",100,"Italy","Italian",4.9,264
"77150","The End","2016","2016-04-08","Drama",85,"France","French",5.5,274
"77154","Zulfiqar","2016","2016-10-07","Crime, Drama, Thriller",139,"India","Bengali",5.7,1089
"77156","The Enchanted Cottage","2016","2016-04-01","Drama, Romance",87,"USA","English",3.7,181
"77163","First Rank Raju","2015","2015-11-27","Comedy, Drama",148,"India","Kannada",7.8,597
"77167","Despair","2017","2017-04-01","Drama, Thriller",96,"UK","English",6.2,379
"77172","Habit","2017","2018-06-29","Horror",96,"UK","English",5.2,852
"77180","Seizure","2016","2016","Horror",86,"UK","English",3.7,125
"77181","The Hollywouldn'ts","2016","2016","Comedy, Drama",112,"USA","English",6.6,148
"77185","Boku no ojisan","2016","2016-11-03","Comedy",110,"Japan","Japanese",6.4,155
"77187","Buddymoon","2016","2016-07-01","Comedy",80,"USA","English",6,1249
"77191","Random Tropical Paradise","2017","2017-06-09","Comedy",101,"USA","English",4.4,334
"77195","Blood Brother","2018","2018-11-30","Action, Crime, Drama",90,"USA","English",4.4,702
"77198","Person to Person","2017","2017-07-28","Comedy, Drama",84,"USA","English",5.7,1363
"77200","Piuma","2016","2016-10-20","Drama",98,"Italy","Italian",6.2,585
"77202","Ritorno in Borgogna","2017","2017-10-19","Comedy, Drama",113,"France","French, English, Spanish",6.9,3906
"77206","Nihon de ichiban warui yatsura","2016","2016-06-25","Crime, Drama",135,"Japan","Japanese",6.3,227
"77208","Don't Come Back from the Moon","2017","2019-01-18","Drama",82,"USA","English",5.2,722
"77212","Ouvert la nuit","2016","2017-01-11","Comedy, Drama",97,"France","French",5.4,488
"77214","Einmal bitte alles","2017","2017-07-20","Comedy, Drama",90,"Germany","German",6.3,230
"77215","The Bachelors - Un nuovo inizio","2017","2017-10-20","Comedy, Drama",99,"USA","English",6.8,3749
"77216","Un tirchio quasi perfetto","2016","2017-03-16","Comedy",89,"France","French, Spanish",5.8,4347
"77218","Stars 80, la suite","2017","2017-12-06","Comedy",112,"France","French",3.4,182
"77219","The Belly of the Beast","2008","2008-08-11","Horror",89,"USA","English",7.9,375
"77222","Spa Night","2016","2017-11-02","Drama",93,"USA","Korean, English, Spanish",6,1055
"77232","Behold My Heart","2018","2020-05-21","Drama",80,"USA","English",5.3,409
"77235","B&B","2017","2017-10-13","Thriller",87,"UK","English, Russian",5.3,577
"77238","Indivisibili","2016","2016-09-29","Drama",100,"Italy","Italian, English",6.8,1153
"77239","Bokura no gohan wa ashita de matteru","2017","2017-01-07","Drama, Romance",109,"Japan","Japanese",6.6,227
